title,original_airdate,production_number,dialogue
The  Devil In The Dark ,"9 Mar, 1967  ",26,Which I could adjust to be more effective against silicon.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"It may be, Doctor, that the creature can exist for brief periods  in such an atmosphere before returning to its own environment."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Yes, Captain. You recall that Vanderberg commented there were  thousands of these at a lower level, the level which the machinery  opened just prior to the first appearance of the creature."
The  Devil In The Dark ,"9 Mar, 1967  ",26,I don't know.
The  Devil In The Dark ,"9 Mar, 1967  ",26,I have already given Doctor McCoy sufficient cause for  amusement. I'd prefer to cogitate the possibilities for a time.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Mister Vanderberg, may I ask at which level you discovered the  nodules of silicon?"
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Adjusting my tricorder to register for silicon, Captain.  Interesting."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"A life form, Captain. Bearing one hundred eleven degrees,  elevation four degrees."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"No, sir. Silicon."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"He never even had a chance to fire, Captain."
The  Devil In The Dark ,"9 Mar, 1967  ",26,Captain.   KIRK What is it?
The  Devil In The Dark ,"9 Mar, 1967  ",26,"This tunnel. My readings indicate it was made within the hour.  Moments ago, in fact."
The  Devil In The Dark ,"9 Mar, 1967  ",26,Positive.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Indeed, Captain. I'm quite at a loss."
The  Devil In The Dark ,"9 Mar, 1967  ",26,Disappeared. Astonishing that anything of that bulk could move  so rapidly.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Indeed. This tunnel was cut within the last two minutes.      GIOTTO Are you all right, Captain?"
The  Devil In The Dark ,"9 Mar, 1967  ",26,Readings indicate a maze of tunnels of this general category in  that direction.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"The closest approximation I could come to would be fibrous  asbestos. A mineral, Captain."
The  Devil In The Dark ,"9 Mar, 1967  ",26,It would seem so. Silicon-based.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"We are dealing with a silicon creature of the deep rocks,  capable of moving through solid rock as easily as we move through the  air."
The  Devil In The Dark ,"9 Mar, 1967  ",26,Correct. This creature's body secretes an extremely powerful  corrosive.
The  Devil In The Dark ,"9 Mar, 1967  ",26,And it explains the murdered men.
The  Devil In The Dark ,"9 Mar, 1967  ",26,Or a single phaser with much longer contact.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"I've run a complete spherical check on all life forms, radius  one hundred miles. I've located our men, all of them, and I've located  one creature moving rapidly through native rock, bearing two hundred  and one. And that is all."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Exactly. Captain, there are literally thousands of these tunnels  in this general area alone, far too many to be cut by the one creature  in an ordinary lifetime."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Or it is the last of a race of creatures which made these  tunnels. If so, if it is the only survivor of a dead race, to kill it  would be a crime against science."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"I see no alternative myself, Captain. It merely seems a pity.  The search team is gathering in the main tunnel."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Gentlemen, if you'll examine your charts, please. I last located  the creature in the area marked adit26 moving in bearing two zero one.  This particular group will move out beyond that area in all directions  in an effort to surround it, and possibly capture it."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"You did not, sir. I merely thought that if the opportunity arose"
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Very well, sir."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"II beg your pardon, sir?"
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Is not needed there, sir. Mister Scott has far more knowledge of  nuclear reactors than I do. You're aware of that."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Captain, there are approximately one hundred of us engaged in  this search, against one creature. The odds against you and I both  being killed are 2,228.7 to 1."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"And they are of course accurate, Captain."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"That is always my intention, Captain."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Captain, we are being watched."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"No, sir. We're being watched."
The  Devil In The Dark ,"9 Mar, 1967  ",26,Captain. Fresh readings within the hour in each of these  tunnels.
The  Devil In The Dark ,"9 Mar, 1967  ",26,Should we separate?
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Yes, Captain."
The  Devil In The Dark ,"9 Mar, 1967  ",26,Be absolutely certain you do not damage any  of them.
The  Devil In The Dark ,"9 Mar, 1967  ",26,Captain? Are you all right? Jim? Jim!
The  Devil In The Dark ,"9 Mar, 1967  ",26,I could phaser you out.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Very well, but I find it extremely  disquieting that your roof chose that particular moment to collapse.  Please proceed with extreme caution. I shall quicken my pace."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Captain, I just read some fresh signs."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Where, Captain?"
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Kill it, Captain, quickly."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"You don't dare take the chance, Captain."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Jim, your life is in danger. You can't take  the risk."
The  Devil In The Dark ,"9 Mar, 1967  ",26,I remind you it's a proven killer. I'm on  my way. Spock out.
The  Devil In The Dark ,"9 Mar, 1967  ",26,Fascinating. It's made no moves against you?
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Yes, I see."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Possibly the answer, Captain, but I'm not certain. Captain, you  are aware of the Vulcan technique of the joining of two minds."
The  Devil In The Dark ,"9 Mar, 1967  ",26,It's possible.
The  Devil In The Dark ,"9 Mar, 1967  ",26,I'll try.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Pain! Pain! Pain!  That's all I got, Captain.  Waves and waves of searing pain. It's in agony."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"I don't know, Captain. Evidently, it gained an immediate  knowledge of us from its empathy with me. In my brief contact with the  creature's mind, I discovered it is a highly intelligent, extremely  sophisticated animal. In great pain, of course, because of its wound,  but not reacting at all like a wounded creature. It calls itself a  Horta."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Captain, it has no reason to give us the device, and apparently  every reason for wishing us off this planet."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Jim, I remind you that this is a silicon-based form of life.  Doctor McCoy's medical knowledge will be totally useless."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"To obtain that kind of communication, Captain, it will be  necessary to touch it."
The  Devil In The Dark ,"9 Mar, 1967  ",26,Murder. Of thousands. Devils! Eternity ends.  The chamber of the ages. The altar of tomorrow! Murderers! Stop them.  Kill!  Strike back! Monsters!
The  Devil In The Dark ,"9 Mar, 1967  ",26,The end of life. Murderers.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Understood. It is the end of life. Eternity stops. Go out into  the tunnel. To the chamber of the ages. Cry for the children. Walk  carefully in the vault of tomorrow. Sorrow for the murdered children.  The thing you search for is there. Go. Go. Sadness.  Sadness for the end of things. Go into the tunnel. There is a  passageway. Quickly, quickly."
The  Devil In The Dark ,"9 Mar, 1967  ",26,It is time to sleep. It is over. Failure.  The murderers have won. Death is welcome. Let it end here.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Yes, Captain, eggs and about to hatch."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"There have been many generations of Horta on this planet. Every  fifty thousand years, the entire race dies, all but one, like this one,  but the eggs live. She cares for them, protects them. And when they  hatch, she is the mother to them, thousands of them. This creature here  is the mother of her race."
The  Devil In The Dark ,"9 Mar, 1967  ",26,And they are the most inoffensive of creatures. They harbour ill  will towards no one.
The  Devil In The Dark ,"9 Mar, 1967  ",26,Except for one thing. The Horta is badly wounded. It may die.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"It seems logical, Captain. The Horta has a very logical mind.  And after close association with humans, I find that curiously  refreshing."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Ship ready to leave orbit, Captain. Course  laid in."
The  Devil In The Dark ,"9 Mar, 1967  ",26,Chief Engineer Vanderberg standing by on channel one.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Curious. What Chief Vanderberg said about the Horta is exactly  what the Mother Horta said to me. She found humanoid appearance  revolting, but she thought she could get used to it."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Not specifically, but I did get the distinct impression she  found them the most attractive human characteristic of all. I didn't  have the heart to tell her that only I have"
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Captain, the Horta is a remarkably intelligent and sensitive  creature, with impeccable taste."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Really, Captain, my modesty"
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Captain, I see no reason to stand here and be insulted."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Captain, we've reached the designated  position for scanning the coded directive tape."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Strategically sound. Organia is the only Class M planet in the  disputed area, ideally located for use by either side."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Inhabited by humanoids. A very peaceful, friendly people living  on a primitive level. Little of intrinsic value. Approximately Class D  minus on Richter's scale of cultures."
Errand  of Mercy ,"23 Mar, 1967  ",27,Sir?
Errand  of Mercy ,"23 Mar, 1967  ",27,"We've hit him, Captain. He's hurt."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Minor, Captain. We were most fortunate. Blast damage in decks  ten and eleven, minor buckling in the antimatter pods, casualties very  light."
Errand  of Mercy ,"23 Mar, 1967  ",27,Yes. It would seem to be an unfriendly act.
Errand  of Mercy ,"23 Mar, 1967  ",27,Curious how often you humans manage to obtain that which you do  not want.
Errand  of Mercy ,"23 Mar, 1967  ",27,"With the outbreak of hostilities, that might not be easy."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Negotiating with the Organians will be time-consuming, Captain,  and time is one thing we'll have the least of."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Yes. Curious lack of interest. Notice the ruins in the distance,  Captain. Quite large."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Whatever it is, it would seem to be inconsistent with the  reports we've been given on this culture."
Errand  of Mercy ,"23 Mar, 1967  ",27,It would seem so.
Errand  of Mercy ,"23 Mar, 1967  ",27,"Captain, if you don't mind, I should like to wander about the  village and make some studies."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Captain, our information on these people and their culture was  not correct. This is not a primitive society making progress toward  mechanisation. They are totally stagnant. There is no evidence of any  progress as far back as my tricorder can register."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Nevertheless, it is true. For tens of thousands of years, there  has been absolutely no advancement, no significant change in their  physical environment. This is a laboratory specimen of an arrested  culture."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Negative, Captain, but it seems a logical development."
Errand  of Mercy ,"23 Mar, 1967  ",27,So it would seem. Not a very pleasant prospect.
Errand  of Mercy ,"23 Mar, 1967  ",27,"Captain, our phasers are gone."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Vulcan merchants are not uncommon, Captain. It is a practical  approach."
Errand  of Mercy ,"23 Mar, 1967  ",27,"I am Spock, a dealer in kevas and trillium."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Perfectly, Baroner. But it was an interesting experience."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Not necessary, Commander. I understand you very well."
Errand  of Mercy ,"23 Mar, 1967  ",27,"It should not be underestimated, Captain. It reaches directly  into the mind. We Vulcans have certain mental   certain disciplines which enable me to maintain a shield. Without those  disciplines, there would be no protection."
Errand  of Mercy ,"23 Mar, 1967  ",27,"I'm sorry, sir. We did not notice you.   KLINGON"
Errand  of Mercy ,"23 Mar, 1967  ",27,"Captain, I strongly suggest we direct our energies toward the  immediate problem. Accomplishing our mission here."
Errand  of Mercy ,"23 Mar, 1967  ",27,I thought you might.
Errand  of Mercy ,"23 Mar, 1967  ",27,We'll receive no help from the Organians.
Errand  of Mercy ,"23 Mar, 1967  ",27,Verbal persuasion seems to be ineffective. Perhaps a more direct  approach?
Errand  of Mercy ,"23 Mar, 1967  ",27,You did.
Errand  of Mercy ,"23 Mar, 1967  ",27,"A very meritorious idea, Captain."
Errand  of Mercy ,"23 Mar, 1967  ",27,"I'm certain the Klingons will provide whatever is necessary.  It's a pleasure doing business with you, Mister Spock."
Errand  of Mercy ,"23 Mar, 1967  ",27,With a delayed action fuse.
Errand  of Mercy ,"23 Mar, 1967  ",27,These crates contain chemical explosives. They should make a  most satisfactory display.
Errand  of Mercy ,"23 Mar, 1967  ",27,"Six, five, four three."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Our fleet will eventually arrive. In the meantime, the battle is  ours. It can be a successful one."
Errand  of Mercy ,"23 Mar, 1967  ",27,"It's no use, Jim. There's no way out."
Errand  of Mercy ,"23 Mar, 1967  ",27,"Six hours, forty three minutes, if the Klingons are punctual."
